date,ecole,type ecole,latitude,longitude,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,inc_covid,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,Entrée,Plat,Accompagnement,Fromage,Dessert,Entrée Food Type,Plat Food Type,Accompagnement Food Type,Fromage Food Type,Dessert Food Type,Entrée_Bio,Plat_Bio,Accompagnement_Bio,Fromage_Bio,Dessert_Bio,affluence_reelle,affluence_reelle_predite,gaspillage_predit,gaspillage_predit_pourcentage
31/03/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,61.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['concombre basilic','Saumoon à la crème','Pomme de terre et épinard à la cème','fan nappé caramel','pain/fromage/duit']",0.0,0.0,0.0,0.0,0.0,0.0,180.0,86.0,20.0,180.0,0.0,1.0,0.0,0.0,vendredi,13,Mars,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['concombre basilic','Saumoon à la crème','Pomme de terre et épinard à la cème','fan nappé caramel','pain/fromage/duit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,53.445,-6.555,-12.26494527083918
03/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,58.0,168,-1.0,-1.0,-1.0,-1.0,"['Avocat et salade verte/radis beurre demi-sel','Estouffade de veau aux haricots blancs/pommes duchesse','Cubes de poisson pest/Riz','Edam/Emmental','Arlequin de fruits/Cubes de pêche','Lait/céréales/fruits""]",0.0,0.0,0.0,0.0,0.0,0.0,148.0,75.0,23.0,148.0,0.0,1.0,0.0,0.0,lundi,14,Avril,2022-2023,0.0,-1.0,0,1.0,1.0,-1.0,0.0,0.0,"['Avocat et salade verte/radis beurre demi-sel','Estouffade de veau aux haricots blancs/pommes duchesse','Cubes de poisson pest/Riz','Edam/Emmental','Arlequin de fruits/Cubes de pêche','Lait/céréales/fruits""]",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,56.89,-1.1099999999999994,-1.9511337669186137
04/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,58.0,168,-1.0,-1.0,-1.0,-1.0,"['Lentilles à la grecque/salade de pois chiche à la fêta','Pizza aux légumes du soleil','Salade','Petit suisse/Yaourt nature','Poire crassanne/Pomme Golden','Pain/Beurre/Confiture']",0.0,0.0,0.0,0.0,0.0,0.0,148.0,75.0,23.0,148.0,0.0,1.0,0.0,0.0,mardi,14,Avril,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Lentilles à la grecque/salade de pois chiche à la fêta','Pizza aux légumes du soleil','Salade','Petit suisse/Yaourt nature','Poire crassanne/Pomme Golden','Pain/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,56.4475,-1.552500000000002,-2.7503432392931524
06/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,6.0,168,-1.0,-1.0,-1.0,-1.0,"['Concombre à la ciboulette/Endives au bleu','Filet de cabillaud à l'italienne','Pätes fermières de l'Essonne','Yaourt aromatisé/Fromage blanc aromatisé']",0.0,0.0,0.0,0.0,0.0,0.0,148.0,75.0,23.0,148.0,0.0,1.0,0.0,1.0,jeudi,14,Avril,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Concombre à la ciboulette/Endives au bleu','Filet de cabillaud à l'italienne','Pätes fermières de l'Essonne','Yaourt aromatisé/Fromage blanc aromatisé']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,24.43,18.43,75.440032746623
07/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Feuille de chêne/Coleslaw','Roti de porc sauce moutarde/purée de légumes/Omelette','Comté AOP/Gouda IGP','Kiwi/Banane','Chausson aux pommes/Lait']",0.0,0.0,0.0,0.0,0.0,0.0,148.0,75.0,23.0,148.0,0.0,1.0,1.0,1.0,vendredi,14,Avril,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Feuille de chêne/Coleslaw','Roti de porc sauce moutarde/purée de légumes/Omelette','Comté AOP/Gouda IGP','Kiwi/Banane','Chausson aux pommes/Lait']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,57.82,-2.1799999999999997,-3.770321687997232
11/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Concombre vinaigrette/Coeur de laitue','Curry de légumes','Riz trois grains','Cantal AOP/St nectaire AOP','Chocolat de Paques/Patisserie','Biscuit/Lait/Fruit']",0.0,0.0,1.0,0.0,0.0,0.0,125.0,72.0,21.0,125.0,0.0,1.0,0.0,1.0,mardi,15,Avril,2022-2023,0.0,-1.0,0,1.0,1.0,-1.0,0.0,0.0,"['Concombre vinaigrette/Coeur de laitue','Curry de légumes','Riz trois grains','Cantal AOP/St nectaire AOP','Chocolat de Paques/Patisserie','Biscuit/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,58.0475,-1.9525000000000006,-3.363624617769931
13/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,12.0,168,-1.0,-1.0,-1.0,-1.0,"['Carottes rapées/Céleri rémoulade','Filet de hoki meunière et citron','Brocolis à la crème','Camembert/Brie','Riz au lait/Gâteau de semoule','Pain au lait/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,125.0,72.0,21.0,125.0,0.0,1.0,0.0,1.0,jeudi,15,Avril,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Carottes rapées/Céleri rémoulade','Filet de hoki meunière et citron','Brocolis à la crème','Camembert/Brie','Riz au lait/Gâteau de semoule','Pain au lait/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,18.7825,6.782499999999999,36.110741381605216
14/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,50.0,168,-1.0,-1.0,-1.0,-1.0,"['Poulet rôti aux épices/pommes de terre noisette/Emincé végétale sauce aigre douce','Fromage blanc/Petit suisse','Kiwi/Pomme Golden','Pain/Fromage/Compote']",0.0,0.0,0.0,0.0,0.0,0.0,125.0,72.0,21.0,125.0,0.0,1.0,0.0,0.0,vendredi,15,Avril,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Poulet rôti aux épices/pommes de terre noisette/Emincé végétale sauce aigre douce','Fromage blanc/Petit suisse','Kiwi/Pomme Golden','Pain/Fromage/Compote']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,52.12,2.1199999999999974,4.0675364543361425
17/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade de pommes de terre/Taboulé','Boeuf Bourguignon/Duo de haricots/Filet de colin sauce aneth/Epinard','Buche de chèvre/Coulommiers','Pomme Granny/Poire conférence','Barre de céréales/fromage blanc/Jus de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,102.0,70.0,17.0,102.0,0.0,1.0,0.0,0.0,lundi,16,Avril,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade de pommes de terre/Taboulé','Boeuf Bourguignon/Duo de haricots/Filet de colin sauce aneth/Epinard','Buche de chèvre/Coulommiers','Pomme Granny/Poire conférence','Barre de céréales/fromage blanc/Jus de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,59.53,-0.46999999999999886,-0.7895178901394236
18/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,59.0,168,-1.0,-1.0,-1.0,-1.0,"['Pomelos/Avocat','Tajine de légumes','Semoule','Tome/St Paulin','Purée pommes-cassis/Purée de pommes','Céréales/Lait/Fruits']",0.0,0.0,0.0,0.0,0.0,0.0,102.0,70.0,17.0,102.0,0.0,1.0,0.0,0.0,mardi,16,Avril,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Pomelos/Avocat','Tajine de légumes','Semoule','Tome/St Paulin','Purée pommes-cassis/Purée de pommes','Céréales/Lait/Fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,58.43,-0.5700000000000003,-0.9755262707513269
21/04/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,22.0,168,-1.0,-1.0,-1.0,-1.0,"['Concombre à la crème/Carotte au citron','Filet de Hoki','Purée de légumes','Compote','Pain/fromage/Fruit']",0.0,0.0,0.0,0.0,0.0,1.0,102.0,70.0,17.0,102.0,1.0,0.0,0.0,0.0,vendredi,16,Avril,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Concombre à la crème/Carotte au citron','Filet de Hoki','Purée de légumes','Compote','Pain/fromage/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,35.5675,13.567500000000003,38.145779152316024
09/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,52.0,168,-1.0,-1.0,-1.0,-1.0,"['Concombres vinaigrette','Lasagne ricotta épinards','Bûche de chèvre','Purée de pêche','biuscuit/lait/fruit']",0.0,0.0,1.0,0.0,0.0,0.0,73.0,56.0,14.0,73.0,0.0,0.0,0.0,0.0,mardi,19,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Concombres vinaigrette','Lasagne ricotta épinards','Bûche de chèvre','Purée de pêche','biuscuit/lait/fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.0,53.6175,1.6174999999999997,3.016738937846785
11/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,56.0,168,-1.0,-1.0,-1.0,-1.0,"['Sauté de porc aux harcots rouge/curry de haricots rouge','Riz','fromage blanc','fraises','pain/fromage/fruits']",0.0,0.0,0.0,0.0,0.0,0.0,73.0,56.0,14.0,73.0,0.0,0.0,0.0,0.0,jeudi,19,Mai,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['Sauté de porc aux harcots rouge/curry de haricots rouge','Riz','fromage blanc','fraises','pain/fromage/fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,53.995,-2.0050000000000026,-3.7133067876655295
12/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,54.0,168,-1.0,-1.0,-1.0,-1.0,"['tomates échalotes','filet de meunière citron','Haricots verts','Kiri','tartes aux pooires','pain au chocoat']",0.0,0.0,0.0,0.0,0.0,0.0,73.0,56.0,14.0,73.0,0.0,0.0,0.0,0.0,vendredi,19,Mai,2022-2023,0.0,-1.0,0,0.0,0.0,-1.0,0.0,0.0,"['tomates échalotes','filet de meunière citron','Haricots verts','Kiri','tartes aux pooires','pain au chocoat']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,55.1175,1.1174999999999997,2.027486732888828
15/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,59.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade Iceberg et radis rondelles','Steak haché à la tomate','Petits pois carottes','Mimolette','Biscuit/Yaourt nature/Compote']",0.0,0.0,0.0,0.0,0.0,0.0,67.0,49.0,14.0,67.0,0.0,0.0,0.0,0.0,lundi,20,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade Iceberg et radis rondelles','Steak haché à la tomate','Petits pois carottes','Mimolette','Biscuit/Yaourt nature/Compote']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,57.82,-1.1799999999999997,-2.040816326530612
16/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,54.0,168,-1.0,-1.0,-1.0,-1.0,"['Cœurs de palmier vinaigrette','Mafé végétarien','Blé','Gouda IGP','Gouda IGP','Céréales/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,67.0,49.0,14.0,67.0,0.0,0.0,0.0,0.0,mardi,20,Mai,2022-2023,0.0,-1.0,0,1.0,1.0,-1.0,0.0,0.0,"['Cœurs de palmier vinaigrette','Mafé végétarien','Blé','Gouda IGP','Gouda IGP','Céréales/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,54.165,0.16499999999999915,0.30462475768485026
22/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Saumon à la crème','Pommes noisettes','Fromage blanc','Pomme','pain/fromage/Compote']",0.0,0.0,0.0,0.0,0.0,0.0,73.0,49.0,17.0,73.0,0.0,0.0,0.0,0.0,lundi,21,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Saumon à la crème','Pommes noisettes','Fromage blanc','Pomme','pain/fromage/Compote']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,58.115,-1.884999999999998,-3.2435687860277
23/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Courgette râpée','Mijoté de harricots blancs','Riz trois légumes','tome','Crème chocolat','Pain d'épices/Beurre/Petits suisse']",0.0,0.0,0.0,0.0,0.0,0.0,73.0,49.0,17.0,73.0,0.0,0.0,0.0,0.0,mardi,21,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Courgette râpée','Mijoté de harricots blancs','Riz trois légumes','tome','Crème chocolat','Pain d'épices/Beurre/Petits suisse']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,57.445,-2.5549999999999997,-4.447732613804508
25/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,58.0,168,-1.0,-1.0,-1.0,-1.0,"['Lentilles à la grecque','Blanquette de veau','Jeunes carottes','Petit suisse','Fraises','Pain/Fromage/Jus de fruits']",0.0,0.0,0.0,0.0,0.0,0.0,73.0,49.0,17.0,73.0,0.0,0.0,0.0,0.0,jeudi,21,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Lentilles à la grecque','Blanquette de veau','Jeunes carottes','Petit suisse','Fraises','Pain/Fromage/Jus de fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,56.3725,-1.6274999999999977,-2.8870459887356383
26/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,48.0,168,-1.0,-1.0,-1.0,-1.0,"['Tomates ciboulette','Poulet rôti','Purée de légumes','Brie','Compote p/mirabelle','pain de mie/pête à tatiner'/Lait]",0.0,0.0,0.0,0.0,0.0,0.0,73.0,49.0,17.0,73.0,0.0,0.0,0.0,1.0,vendredi,21,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Tomates ciboulette','Poulet rôti','Purée de légumes','Brie','Compote p/mirabelle','pain de mie/pête à tatiner'/Lait]",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,50.995,2.9949999999999974,5.873124816158442
30/05/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,56.0,168,-1.0,-1.0,-1.0,-1.0,"['Melon','Omelette','Mélange de légumes vapeurs à l'ail','Comté AOP','Riz au lait','Pain/Beurre/Confiture']",0.0,0.0,1.0,0.0,0.0,0.0,76.0,48.0,18.0,76.0,0.0,0.0,0.0,0.0,mardi,22,Mai,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Melon','Omelette','Mélange de légumes vapeurs à l'ail','Comté AOP','Riz au lait','Pain/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,55.695,-0.3049999999999997,-0.5476254600951606
01/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade de pommes de terre vinaigrette','Filet de poisson','Purée de brocolis','tarte aux pomme','Madelaine/Jus de fruit/fuits']",0.0,0.0,0.0,0.0,0.0,0.0,76.0,48.0,18.0,76.0,0.0,0.0,0.0,0.0,jeudi,22,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade de pommes de terre vinaigrette','Filet de poisson','Purée de brocolis','tarte aux pomme','Madelaine/Jus de fruit/fuits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,58.5875,-1.4125000000000014,-2.4109238318754023
02/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,60.0,168,-1.0,-1.0,-1.0,-1.0,"['Tomates basilis','Filet de volaille','Pâtes fermières

Ile-De-France','Fromage blanc','fraises','pain/fromage/lait vanille']
sauce tomate','",0.0,0.0,0.0,0.0,0.0,0.0,76.0,48.0,18.0,76.0,0.0,0.0,0.0,0.0,vendredi,22,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Tomates basilis','Filet de volaille','Pâtes fermières

Ile-De-France','Fromage blanc','fraises','pain/fromage/lait vanille']
sauce tomate','",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,57.935,-2.0649999999999977,-3.564339345818586
05/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,48.0,168,-1.0,-1.0,-1.0,-1.0,"['Carottes rapées','Omelette','Risotto de coquilettes','Vache qui rit','Yaourt aux fruits','Painau lait/Barre de chocolat/Jus de fruits']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,lundi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Carottes rapées','Omelette','Risotto de coquilettes','Vache qui rit','Yaourt aux fruits','Painau lait/Barre de chocolat/Jus de fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,49.175,1.1749999999999972,2.3894255210981132
06/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,40.0,168,-1.0,-1.0,-1.0,-1.0,"['Curry de légume','Riz','Emmental/Edam','Purée de pommes/Purée de pommes-ananas','Brioche/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,mardi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Curry de légume','Riz','Emmental/Edam','Purée de pommes/Purée de pommes-ananas','Brioche/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,45.4125,5.412500000000001,11.918524635287644
08/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,39.0,168,-1.0,-1.0,-1.0,-1.0,"['Pastèque','Rôti de veau/pommes de terres persillées','Petit suisse/Formage blanc','Nectarine','Pain/Fromage/Jus de fruit']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,jeudi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Pastèque','Rôti de veau/pommes de terres persillées','Petit suisse/Formage blanc','Nectarine','Pain/Fromage/Jus de fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,44.67,5.670000000000002,12.693082605775691
09/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,60.0,48.0,168,-1.0,-1.0,-1.0,-1.0,"['Concombre ciboulette/Avocat','Filet de Hoki Meunière et citron','Purée de légumes','comté/St nectaire','Semoule au lait caramel/Riz au lit caramel','Croissant/Lait']",0.0,0.0,0.0,0.0,0.0,0.0,64.0,49.0,19.0,64.0,0.0,0.0,0.0,0.0,vendredi,23,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Concombre ciboulette/Avocat','Filet de Hoki Meunière et citron','Purée de légumes','comté/St nectaire','Semoule au lait caramel/Riz au lit caramel','Croissant/Lait']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,49.8625,1.8624999999999972,3.735271997994479
12/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,54.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade composée/Carottes rapées','Poulet sauce barbecue','Haricots verts','Cantal/Gouda','Crème vanille/Crème chocolat','Céréales/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,lundi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade composée/Carottes rapées','Poulet sauce barbecue','Haricots verts','Cantal/Gouda','Crème vanille/Crème chocolat','Céréales/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,53.38,-0.6199999999999974,-1.1614837017609543
13/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,54.0,168,-1.0,-1.0,-1.0,-1.0,"['Melon','Couscous de légumes aux fèves','Semoule','Bûche de chèvre/Coulommiers','Cubes de pores/Cubes de pêches','Biscuit/Petit suisse/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,mardi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Melon','Couscous de légumes aux fèves','Semoule','Bûche de chèvre/Coulommiers','Cubes de pores/Cubes de pêches','Biscuit/Petit suisse/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,53.435,-0.5649999999999977,-1.0573594086273
15/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,64.0,168,-1.0,-1.0,-1.0,-1.0,"['Filet de cabilleaud sauce à la dieppoise','Pates aux petits légumes','Fromage blanc','Fraise','Pain/Fromage/Jus de fruits']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,jeudi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Filet de cabilleaud sauce à la dieppoise','Pates aux petits légumes','Fromage blanc','Fraise','Pain/Fromage/Jus de fruits']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,60.7475,-3.2524999999999977,-5.3541297995802255
16/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,48.0,53.0,168,-1.0,-1.0,-1.0,-1.0,"['Tomates vinaigrettes/Iceberg ciselé','Escalope de volaille au jus','Gratin de courgette béchamel','Mozzarella cossette','Flan patissier','Pain de mie/Beurre/Confiture']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,17.0,55.0,0.0,0.0,0.0,0.0,vendredi,24,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Tomates vinaigrettes/Iceberg ciselé','Escalope de volaille au jus','Gratin de courgette béchamel','Mozzarella cossette','Flan patissier','Pain de mie/Beurre/Confiture']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,54.5775,1.5775000000000006,2.8903852320095287
19/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,58.0,168,-1.0,-1.0,-1.0,-1.0,"['Mâche vinaigrette/Céleri rémoulade','Brandade de morue','Camembert/Brie','Purée de pomme-Banane/Purée de pommes-fruits rouge','Pain/Fromage/Compote']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,lundi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Mâche vinaigrette/Céleri rémoulade','Brandade de morue','Camembert/Brie','Purée de pomme-Banane/Purée de pommes-fruits rouge','Pain/Fromage/Compote']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,59.3425,1.3425000000000011,2.262290938197752
20/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,64.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade de concombre à la crème/Coeur de laitue','Légumes cuisinés à la chinoise','Riz','Mimolette','Nectarine','Pain d'épices/Beurre/Petit suisse']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,mardi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade de concombre à la crème/Coeur de laitue','Légumes cuisinés à la chinoise','Riz','Mimolette','Nectarine','Pain d'épices/Beurre/Petit suisse']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,62.35,-1.6499999999999986,-2.6463512429831573
22/06/2023,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,66.0,168,-1.0,-1.0,-1.0,-1.0,"['Salade de pommes de terre/Salade de crozet','Mijoté de boeuf aux carottes/Poêlée 4 saisons','Kiri/Babybel','Melon','Biscuit/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,17.0,55.0,0.0,0.0,0.0,0.0,jeudi,25,Juin,2022-2023,0.0,-1.0,0,0.0,1.0,-1.0,0.0,0.0,"['Salade de pommes de terre/Salade de crozet','Mijoté de boeuf aux carottes/Poêlée 4 saisons','Kiri/Babybel','Melon','Biscuit/Lait/Fruit']",-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,62.8575,-3.1424999999999983,-4.999403412480608
