date,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,menu0,menu1,menu2,menu3,menu4,menu5,menu6,menu7,menu8,menu9,menu10,menu11,menu12,menu13
2014-11-03,13514.0,12816.0,18497.0,0.0,0.0,0.0,0.0,"['Radis', 'beurre', 'haché de volaille', 'Petits pois', 'Beignets aux pommes', 'Lait bio']",0.0,0.0,0.0,0.0,1.0,0.0,1050,3506,0,1.0,0.0,0.0,0.0,Lundi,45,Novembre,2014-2015,0.0,698.0,5.165014059493858,0,1,0,0.0,0.0,Radis, beurre, haché de volaille, Petits pois, Beignets aux pommes, Lait bio,,,,,,,,
2014-11-04,13823.0,13333.0,18497.0,0.0,0.0,0.0,0.0,"['Pizza', 'rôti de boeuf au jus', 'Gratin de choux fleurs agro', 'Gouda', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,1050,3506,0,0.0,0.0,0.0,0.0,Mardi,45,Novembre,2014-2015,0.0,490.0,3.544816609997829,0,1,0,0.0,0.0,Pizza, rôti de boeuf au jus, Gratin de choux fleurs agro, Gouda, Clémentines,,,,,,,,,
2014-11-06,14023.0,13801.0,18497.0,0.0,0.0,0.0,0.0,"['Betteraves râpée bio', 'timbale de porc et râpé', 'timbale de dinde', 'Yaourt bio']",0.0,0.0,0.0,0.0,0.0,0.0,1050,3506,0,0.0,0.0,0.0,0.0,Jeudi,45,Novembre,2014-2015,0.0,222.0,1.5831134564643798,1,1,0,0.0,0.0,Betteraves râpée bio, timbale de porc et râpé, timbale de dinde, Yaourt bio,,,,,,,,,,
2014-11-07,14353.0,13973.0,18497.0,0.0,0.0,0.0,0.0,"['Mâche', 'demi oeuf', 'Filet de lieu frais', 'sauce beurre blanc', 'pommes de terre rissolées agro', 'Tomme noire', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,1050,3506,0,0.0,0.0,0.0,0.0,Vendredi,45,Novembre,2014-2015,0.0,380.0,2.647530133073225,0,0,0,0.0,0.0,Mâche, demi oeuf, Filet de lieu frais, sauce beurre blanc, pommes de terre rissolées agro, Tomme noire, Poire,,,,,,,
2014-11-10,13466.0,11464.0,18497.0,0.0,0.0,0.0,0.0,"['Potage potiron', 'hachis parmentier de boeuf', 'salade verte', 'Crème dessert vanille']",0.0,1.0,0.0,0.0,0.0,0.0,116,5858,441,0.0,0.0,0.0,0.0,Lundi,46,Novembre,2014-2015,0.0,2002.0,14.86707262735779,0,1,0,0.0,0.0,Potage potiron, hachis parmentier de boeuf, salade verte, Crème dessert vanille,,,,,,,,,,
2014-11-13,13857.0,13246.0,18497.0,0.0,0.0,0.0,0.0,"['Chou rave bio', ""Sauté de veau à l'orange"", 'gratinée de légumes', 'Fromage Belle de Nantes bio', 'Eclair chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,116,5858,441,0.0,0.0,0.0,0.0,Jeudi,46,Novembre,2014-2015,0.0,611.0,4.4093238074619325,0,1,0,0.0,0.0,Chou rave bio, Sauté de veau à lorange, gratinée de légumes, Fromage Belle de Nantes bio, Eclair chocolat,,,,,,,,,
2014-11-14,14416.0,14015.0,18497.0,0.0,0.0,0.0,0.0,"['Salade de pâtes', 'filet de lieu surgelé', 'sauce crustacés', 'fondant de haricots verts', 'carre frais', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,0.0,116,5858,441,0.0,0.0,0.0,0.0,Vendredi,46,Novembre,2014-2015,0.0,401.0,2.7816315205327413,0,0,0,0.0,0.0,Salade de pâtes, filet de lieu surgelé, sauce crustacés, fondant de haricots verts, carre frais, Pomme bio,,,,,,,,
2014-11-17,13697.0,12912.0,18497.0,0.0,0.0,0.0,0.0,"['Rillettes de thon', 'salade / citron', 'sauté de porc à la moutarde', 'sauté de dinde à la moutarde', 'palet de brocolis / carottes', 'Camembert', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,496,7208,220,0.0,0.0,0.0,0.0,Lundi,47,Novembre,2014-2015,0.0,785.0,5.731182010659269,1,1,0,0.0,0.0,Rillettes de thon, salade / citron, sauté de porc à la moutarde, sauté de dinde à la moutarde, palet de brocolis / carottes, Camembert, Clémentines,,,,,,,
2014-11-18,14141.0,11076.0,18497.0,0.0,0.0,1.0,0.0,"['Concombres', 'sauce creme', 'parmentier de poisson', 'salade verte', 'mousse choco lait']",0.0,0.0,0.0,0.0,0.0,0.0,496,7208,220,0.0,0.0,0.0,0.0,Mardi,47,Novembre,2014-2015,0.0,3065.0,21.67456332649742,0,1,0,0.0,0.0,Concombres, sauce creme, parmentier de poisson, salade verte, mousse choco lait,,,,,,,,,
2014-11-20,13961.0,13182.0,18497.0,0.0,0.0,0.0,0.0,"['Choux blancs à la mimolette', 'des de mimolette', 'boeuf Bourguignon', 'Semoule', 'Yaourt aromatisé']",0.0,0.0,0.0,0.0,0.0,0.0,496,7208,220,0.0,0.0,0.0,0.0,Jeudi,47,Novembre,2014-2015,0.0,779.0,5.579829525105652,0,1,0,0.0,0.0,Choux blancs à la mimolette, des de mimolette, boeuf Bourguignon, Semoule, Yaourt aromatisé,,,,,,,,,
2014-11-21,15846.0,13685.0,18497.0,0.0,0.0,0.0,0.0,"['Potage tomate/vermicelle', 'omelette', 'Poêlée de légumes et potatoes', 'Edam', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,496,7208,220,0.0,0.0,1.0,0.0,Vendredi,47,Novembre,2014-2015,0.0,2161.0,13.63751104379654,0,0,0,0.0,0.0,Potage tomate/vermicelle, omelette, Poêlée de légumes et potatoes, Edam, Banane,,,,,,,,,
2014-11-24,13592.0,12823.0,18497.0,0.0,0.0,0.0,0.0,"['Carottes râpées bio', 'sauce Bolognaise', 'tagliatelles', 'gruyère râpés', 'Suisses aromatisés']",0.0,0.0,0.0,0.0,0.0,0.0,1544,7938,98,0.0,0.0,0.0,0.0,Lundi,48,Novembre,2014-2015,0.0,769.0,5.657739846968806,0,1,0,0.0,0.0,Carottes râpées bio, sauce Bolognaise, tagliatelles, gruyère râpés, Suisses aromatisés,,,,,,,,,
2014-11-25,13885.0,13329.0,18497.0,0.0,0.0,0.0,0.0,"['Mâche au surimi', 'jambon fumé', 'jambon de dinde+', ""sauce vallée d'Auge"", 'Frites', 'Flan caramel']",0.0,0.0,0.0,0.0,0.0,0.0,1544,7938,98,0.0,0.0,0.0,0.0,Mardi,48,Novembre,2014-2015,0.0,556.0,4.004321209938783,1,1,0,0.0,0.0,Mâche au surimi, jambon fumé, jambon de dinde+, sauce vallée dAuge, Frites, Flan caramel,,,,,,,,
2014-11-27,13812.0,13082.0,18497.0,0.0,0.0,0.0,0.0,"['Salade de blés, mais betteraves', 'Rôti de dinde', 'jus de veau', 'Marmelade de pommes', 'Délice au chèvre', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,1544,7938,98,0.0,0.0,0.0,0.0,Jeudi,48,Novembre,2014-2015,0.0,730.0,5.285259194902983,0,1,0,0.0,0.0,Salade de blés, mais betteraves, Rôti de dinde, jus de veau, Marmelade de pommes, Délice au chèvre, Poire,,,,,,,
2014-11-28,14418.0,13747.0,18497.0,0.0,0.0,0.0,0.0,"['Tarte au fromage', 'filet de poisson petits légumes', 'epinards à la creme', 'St Paulin', 'Ananas']",0.0,0.0,0.0,0.0,0.0,0.0,1544,7938,98,0.0,0.0,0.0,0.0,Vendredi,48,Novembre,2014-2015,0.0,671.0,4.653904841170759,0,0,0,0.0,0.0,Tarte au fromage, filet de poisson petits légumes, epinards à la creme, St Paulin, Ananas,,,,,,,,,
2014-12-01,13499.0,12780.0,18497.0,0.0,0.0,0.0,0.0,"['Pizza', 'Pilon de poulet confit', 'Haricots verts SMR', 'Gruyère', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,2322,8888,380,0.0,0.0,0.0,0.0,Lundi,49,Decembre,2014-2015,0.0,719.0,5.3263204681828284,0,1,0,0.0,0.0,Pizza, Pilon de poulet confit, Haricots verts SMR, Gruyère, Clémentines,,,,,,,,,
2014-12-02,14296.0,13730.0,18497.0,0.0,0.0,0.0,0.0,"['Salade carnaval (maïs, tomate, concombres)', 'Petits poisson panés', 'Gratin de choux fleurs', 'Tomme blanche', 'Kiwi']",0.0,0.0,0.0,0.0,0.0,0.0,2322,8888,380,0.0,0.0,0.0,0.0,Mardi,49,Decembre,2014-2015,0.0,566.0,3.9591494124230553,0,0,0,0.0,0.0,Salade carnaval (maïs, tomate, concombres), Petits poisson panés, Gratin de choux fleurs, Tomme blanche, Kiwi,,,,,,,
2014-12-04,13866.0,13117.0,18497.0,0.0,0.0,0.0,0.0,"['Céleri rémoulade bio', 'blanquette de veau', 'riz', 'Danette goûter lait']",0.0,0.0,0.0,0.0,0.0,0.0,2322,8888,380,0.0,0.0,0.0,0.0,Jeudi,49,Decembre,2014-2015,0.0,749.0,5.401702004904082,0,1,0,0.0,0.0,Céleri rémoulade bio, blanquette de veau, riz, Danette goûter lait,,,,,,,,,,
2014-12-05,14403.0,13584.0,18497.0,0.0,0.0,0.0,0.0,"['salade / demi-oeuf', 'Galettes tomates / basilic', 'lentilles cuisinées', 'Yaourt bio']",0.0,0.0,0.0,0.0,0.0,0.0,2322,8888,380,0.0,0.0,0.0,0.0,Vendredi,49,Decembre,2014-2015,0.0,819.0,5.686315350968548,0,0,0,0.0,0.0,salade / demi-oeuf, Galettes tomates / basilic, lentilles cuisinées, Yaourt bio,,,,,,,,,,
2014-12-08,13529.0,12678.0,18497.0,0.0,0.0,0.0,0.0,"['Mâche aux dés de gruyère', 'emincé de dinde chinoise', 'Palets brocolis/carottes', 'riz au lait bio']",0.0,0.0,0.0,0.0,0.0,0.0,1648,7684,531,0.0,0.0,1.0,0.0,Lundi,50,Decembre,2014-2015,0.0,851.0,6.290191440609062,0,1,0,0.0,0.0,Mâche aux dés de gruyère, emincé de dinde chinoise, Palets brocolis/carottes, riz au lait bio,,,,,,,,,,
2014-12-09,13803.0,13009.0,18497.0,0.0,0.0,0.0,0.0,"['Potage légumes', 'Rôti de boeuf', 'sauce poivre', 'Petits pois 5/1', 'tomme noire', 'banane']",0.0,0.0,0.0,0.0,0.0,0.0,1648,7684,531,0.0,0.0,0.0,0.0,Mardi,50,Decembre,2014-2015,0.0,794.0,5.752372672607404,0,1,0,0.0,0.0,Potage légumes, Rôti de boeuf, sauce poivre, Petits pois 5/1, tomme noire, banane,,,,,,,,
2014-12-11,13991.0,10595.0,18497.0,0.0,0.0,0.0,1.0,"['Betteraves râpées bio', 'rpées agro / analyse libératoire', 'tartiflette de p de terre avec porc', 'dinde', 'salade verte', 'Fromage blanc / miel']",0.0,0.0,0.0,0.0,0.0,0.0,1648,7684,531,0.0,0.0,0.0,0.0,Jeudi,50,Decembre,2014-2015,0.0,3396.0,24.272746765778,1,1,0,0.0,0.0,Betteraves râpées bio, rpées agro / analyse libératoire, tartiflette de p de terre avec porc, dinde, salade verte, Fromage blanc / miel,,,,,,,,
2014-12-12,14421.0,13828.0,18497.0,0.0,0.0,0.0,0.0,"['concombes crème', 'Poissons meunière', 'blé bio /ratatouille', 'Chanteneige', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,0.0,1648,7684,531,0.0,0.0,0.0,0.0,Vendredi,50,Decembre,2014-2015,0.0,593.0,4.112058803134318,0,0,0,0.0,0.0,concombes crème, Poissons meunière, blé bio /ratatouille, Chanteneige, Pomme bio,,,,,,,,,
2014-12-15,13422.0,12868.0,18497.0,0.0,0.0,0.0,0.0,"['Demi-pomelos', 'lasagne de boeuf', 'salade verte', 'Yaourt aromatisé']",0.0,0.0,0.0,0.0,0.0,0.0,1599,5385,531,0.0,0.0,0.0,0.0,Lundi,51,Decembre,2014-2015,0.0,554.0,4.12755178065862,0,1,0,0.0,0.0,Demi-pomelos, lasagne de boeuf, salade verte, Yaourt aromatisé,,,,,,,,,,
2014-12-16,14147.0,13637.0,18497.0,0.0,0.0,0.0,0.0,"['Salade de pommes de terre (Pommes de terre, tomate, thon)', 'omelette', 'haricots verts', 'Chevretine Président', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,1599,5385,531,0.0,0.0,0.0,0.0,Mardi,51,Decembre,2014-2015,0.0,510.0,3.605004594613699,0,0,0,0.0,0.0,Salade de pommes de terre (Pommes de terre, tomate, thon), omelette, haricots verts, Chevretine Président, Poire,,,,,,,
2014-12-18,15254.0,14447.0,18497.0,0.0,0.0,0.0,0.0,"['repas de noel sous les tropiques', ""terrine d'avocat et crabe"", 'sauce cocktail', 'Curry de pintade au lait de coco', 'potatoes wedg skin', 'fondant chocolat', 'coulis de mangue', ""jus d'orange classique"", 'chocolat = 18225']",0.0,0.0,0.0,0.0,0.0,0.0,1599,5385,531,0.0,0.0,0.0,0.0,Jeudi,51,Decembre,2014-2015,1.0,807.0,5.290415628687557,0,1,0,0.0,0.0,repas de noel sous les tropiques, terrine davocat et crabe, sauce cocktail, Curry de pintade au lait de coco, potatoes wedg skin, fondant chocolat, coulis de mangue, jus dorange classique, chocolat = 18225,,,,,
2014-12-19,14509.0,13929.0,18497.0,0.0,0.0,0.0,0.0,"['Crêpe au fromage', 'filet de poisson', 'beurre blanc', 'Brocolis', 'Fromage Belle de Nantes', 'Kiwi']",0.0,0.0,0.0,0.0,0.0,1.0,1599,5385,531,0.0,0.0,0.0,0.0,Vendredi,51,Decembre,2014-2015,0.0,580.0,3.997518781445999,0,0,0,0.0,0.0,Crêpe au fromage, filet de poisson, beurre blanc, Brocolis, Fromage Belle de Nantes, Kiwi,,,,,,,,
2015-01-05,13673.0,12883.0,18633.0,10.7,1.0,0.0,0.0,"['Rillettes de thon/citron', 'Hachis parmentier', 'Salade de mache', 'Ile flottante']",0.0,0.0,0.0,0.0,1.0,0.0,6212,10256,1526,0.0,0.0,0.0,0.0,Lundi,2,Janvier,2014-2015,0.0,790.0,5.777810283039568,0,1,0,0.0,0.0,Rillettes de thon/citron, Hachis parmentier, Salade de mache, Ile flottante,,,,,,,,,,
2015-01-06,14009.0,13181.0,18633.0,10.7,1.0,1.0,0.0,"['Endives aux pommes', 'Blanc de dinde', 'Jambon fumé', 'lentilles bio cuisinées', 'Edam', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,6212,10256,1526,0.0,0.0,1.0,0.0,Mardi,2,Janvier,2014-2015,0.0,828.0,5.910486116068242,1,1,0,0.0,0.0,Endives aux pommes, Blanc de dinde, Jambon fumé, lentilles bio cuisinées, Edam, Clémentines,,,,,,,,
2015-01-08,13969.0,13711.0,18633.0,10.7,1.0,0.0,0.0,"['Potage tomate/vermicelle', 'Rôti de dinde au jus', 'Haricots verts 5/1', 'Tomme noire', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,6212,10256,1526,0.0,0.0,0.0,0.0,Jeudi,2,Janvier,2014-2015,0.0,258.0,1.8469468107953328,0,1,0,0.0,0.0,Potage tomate/vermicelle, Rôti de dinde au jus, Haricots verts 5/1, Tomme noire, Banane,,,,,,,,,
2015-01-09,14670.0,14513.0,18633.0,10.7,1.0,0.0,0.0,"['Concombres à la vinaigrette', 'Nuggets de poisson + Citrons', 'Epinards', 'Galette briochée', 'Lait bio']",0.0,0.0,0.0,0.0,0.0,0.0,6212,10256,1526,0.0,0.0,0.0,0.0,Vendredi,2,Janvier,2014-2015,0.0,157.0,1.0702113156100883,0,1,0,0.0,0.0,Concombres à la vinaigrette, Nuggets de poisson + Citrons, Epinards, Galette briochée, Lait bio,,,,,,,,,
2015-01-12,13737.0,12898.0,18633.0,10.7,1.0,0.0,0.0,"['Tarte fromage', 'Haché de volaille+ketchup', 'Haricots beurre 5/1 + Flageolets', 'Chanteneige', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,0.0,5163,4200,45,0.0,0.0,0.0,0.0,Lundi,3,Janvier,2014-2015,0.0,839.0,6.107592633034869,0,1,0,0.0,0.0,Tarte fromage, Haché de volaille+ketchup, Haricots beurre 5/1 + Flageolets, Chanteneige, Pomme bio,,,,,,,,,
2015-01-13,14523.0,13900.0,18633.0,10.7,1.0,0.0,0.0,"['Potage légumes+croûtons', 'Poisson meunière', 'Courgette à la tomate', 'Camembert', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,5163,4200,45,0.0,0.0,0.0,0.0,Mardi,3,Janvier,2014-2015,0.0,623.0,4.289747297390346,0,0,0,0.0,0.0,Potage légumes+croûtons, Poisson meunière, Courgette à la tomate, Camembert, Poire,,,,,,,,,
2015-01-15,14042.0,13318.0,18633.0,10.7,1.0,0.0,0.0,"['Céléri remoulade', 'Sauté de veau sauce aigre douce', 'Pomme noisette', 'Yaourt aro']",0.0,0.0,0.0,0.0,0.0,0.0,5163,4200,45,0.0,0.0,0.0,0.0,Jeudi,3,Janvier,2014-2015,0.0,724.0,5.15596068936049,0,1,0,0.0,0.0,Céléri remoulade, Sauté de veau sauce aigre douce, Pomme noisette, Yaourt aro,,,,,,,,,,
2015-01-16,14553.0,14009.0,18633.0,10.7,1.0,0.0,0.0,"['Carottes BIO râpées / demi-oeuf', 'Chili de légumes', 'Riz basmati', 'Crème dessert chocolat bio']",0.0,0.0,0.0,0.0,0.0,0.0,5163,4200,45,0.0,0.0,0.0,0.0,Vendredi,3,Janvier,2014-2015,0.0,544.0,3.738060880918024,0,0,0,0.0,0.0,Carottes BIO râpées / demi-oeuf, Chili de légumes, Riz basmati, Crème dessert chocolat bio,,,,,,,,,,
2015-01-19,13748.0,12586.0,18633.0,10.7,1.0,0.0,0.0,"['Demi-pamplemousse', 'ravioli', 'Lait bio', 'Eclair choclat']",0.0,0.0,0.0,0.0,0.0,0.0,13695,11259,1165,0.0,0.0,1.0,0.0,Lundi,4,Janvier,2014-2015,0.0,1162.0,8.45213849287169,0,1,0,0.0,0.0,Demi-pamplemousse, ravioli, Lait bio, Eclair choclat,,,,,,,,,,
2015-01-20,13918.0,13066.0,18633.0,10.7,1.0,0.0,0.0,"['Pizza', 'Poulet fermier SDA', 'Légumes poelés et potatoes', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,0.0,13695,11259,1165,0.0,0.0,0.0,0.0,Mardi,4,Janvier,2014-2015,0.0,852.0,6.121569190975715,0,1,0,0.0,0.0,Pizza, Poulet fermier SDA, Légumes poelés et potatoes, Pomme bio,,,,,,,,,,
2015-01-22,11442.0,12802.0,18633.0,10.7,1.0,0.0,0.0,"['Endive au surimi', 'Rôti de boeuf ketchup', 'Petits pois carottes s/vide', 'Crème dessert vanille']",0.0,0.0,0.0,0.0,0.0,0.0,13695,11259,1165,0.0,0.0,0.0,0.0,Jeudi,4,Janvier,2014-2015,0.0,-1360.0,-11.886033910155568,0,1,0,0.0,0.0,Endive au surimi, Rôti de boeuf ketchup, Petits pois carottes s/vide, Crème dessert vanille,,,,,,,,,,
2015-01-23,14625.0,13681.0,18633.0,10.7,1.0,0.0,0.0,"['Choux blancs à la mimolette', 'Poisson+ sauce crustacés', 'Frites', 'Kiwi bio']",0.0,0.0,0.0,0.0,0.0,0.0,13695,11259,1165,0.0,0.0,0.0,0.0,Vendredi,4,Janvier,2014-2015,0.0,944.0,6.454700854700855,0,0,0,0.0,0.0,Choux blancs à la mimolette, Poisson+ sauce crustacés, Frites, Kiwi bio,,,,,,,,,,
2015-01-26,13667.0,12356.0,18633.0,10.7,1.0,0.0,0.0,"['Potage potiron', 'Lasagnes', 'Salade', 'Suisses aromatisés']",0.0,0.0,0.0,0.0,0.0,0.0,35064,9504,72,0.0,0.0,0.0,0.0,Lundi,5,Janvier,2014-2015,0.0,1311.0,9.5924489646594,0,1,0,0.0,0.0,Potage potiron, Lasagnes, Salade, Suisses aromatisés,,,,,,,,,,
2015-01-27,13905.0,12746.0,18633.0,10.7,1.0,0.0,0.0,"['Concombres', 'Pilon de poulet', 'Purée pdt', 'Gouda', 'Ananas']",0.0,0.0,0.0,0.0,0.0,0.0,35064,9504,72,0.0,0.0,0.0,0.0,Mardi,5,Janvier,2014-2015,0.0,1159.0,8.335131247752606,0,1,0,0.0,0.0,Concombres, Pilon de poulet, Purée pdt, Gouda, Ananas,,,,,,,,,
2015-01-29,14060.0,12722.0,18633.0,8.0,1.0,0.0,0.0,"['Choux rouges râpés', 'Boeuf Bourguignon', 'Gratinée de légumes', 'Fromage blanc', 'Palet breton au chocolat Kercadelac', '1 carton gratuit pour 8 achetés']",0.0,0.0,0.0,0.0,0.0,0.0,35064,9504,72,0.0,0.0,0.0,0.0,Jeudi,5,Janvier,2014-2015,0.0,1338.0,9.516358463726885,0,1,0,0.0,0.0,Choux rouges râpés, Boeuf Bourguignon, Gratinée de légumes, Fromage blanc, Palet breton au chocolat Kercadelac, 1 carton gratuit pour 8 achetés,,,,,,,,
2015-01-30,14752.0,13231.0,18633.0,8.85,1.0,0.0,0.0,"['Taboulé', 'Poisson meunière', 'Brocolis', 'Crème de gruyère', 'Orange']",0.0,0.0,0.0,0.0,0.0,0.0,35064,9504,72,0.0,0.0,0.0,0.0,Vendredi,5,Janvier,2014-2015,0.0,1521.0,10.310466377440347,0,0,0,0.0,0.0,Taboulé, Poisson meunière, Brocolis, Crème de gruyère, Orange,,,,,,,,,
2015-02-02,13896.0,12345.0,18633.0,10.7,1.0,0.0,0.0,"['CHANDELEUR', 'Mâche aux noix', 'jambon fumé', 'marmelade de pomme', 'expé en poche', 'St paulin', 'Crêpe/confiture']",0.0,0.0,0.0,0.0,0.0,0.0,34982,9213,180,0.0,0.0,1.0,0.0,Lundi,6,Fevrier,2014-2015,0.0,1551.0,11.161485319516409,1,1,0,0.0,0.0,CHANDELEUR, Mâche aux noix, jambon fumé, marmelade de pomme, expé en poche, St paulin, Crêpe/confiture,,,,,,,
2015-02-03,14607.0,11862.0,18633.0,10.7,1.0,0.0,0.0,"['salade composée', 'aux dés de chèvre (Tomate, concombres, dés de chèvre)', 'filet de lieu au beurre blanc', 'riz', 'danette goûter-lait']",0.0,0.0,0.0,0.0,0.0,0.0,34982,9213,180,0.0,0.0,0.0,0.0,Mardi,6,Fevrier,2014-2015,0.0,2745.0,18.792359827479974,0,0,0,0.0,0.0,salade composée, aux dés de chèvre (Tomate, concombres, dés de chèvre), filet de lieu au beurre blanc, riz, danette goûter-lait,,,,,,,
2015-02-05,14087.0,12689.0,18633.0,10.7,1.0,0.0,0.0,"['carottes râpés bio', 'timbale de pâtes dinde', 'timbale de pâtes porc', 'Yaourt fermier bio']",0.0,0.0,0.0,0.0,0.0,0.0,34982,9213,180,0.0,0.0,0.0,0.0,Jeudi,6,Fevrier,2014-2015,0.0,1398.0,9.924043444310357,1,1,0,0.0,0.0,carottes râpés bio, timbale de pâtes dinde, timbale de pâtes porc, Yaourt fermier bio,,,,,,,,,,
2015-02-06,14719.0,13106.0,18633.0,10.7,1.0,0.0,0.0,"['Feuilleté fromage', 'Omelette', 'ratatouille / bles', 'Fromage Belle de nantes bio', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,1.0,34982,9213,180,0.0,0.0,0.0,0.0,Vendredi,6,Fevrier,2014-2015,0.0,1613.0,10.958624906583328,0,0,0,0.0,0.0,Feuilleté fromage, Omelette, ratatouille / bles, Fromage Belle de nantes bio, Pomme bio,,,,,,,,,
2015-02-23,13744.0,12970.0,18633.0,10.7,1.0,0.0,0.0,"['Salade verte/surmi', 'Pilon de poulet confit', 'Petits pois', 'Camembert', 'Beignet pomme']",0.0,0.0,0.0,0.0,1.0,0.0,14675,6020,0,0.0,0.0,1.0,0.0,Lundi,9,Fevrier,2014-2015,0.0,774.0,5.631548311990687,0,1,0,0.0,0.0,Salade verte/surmi, Pilon de poulet confit, Petits pois, Camembert, Beignet pomme,,,,,,,,,
2015-02-24,14283.0,13825.0,18633.0,10.7,1.0,0.0,0.0,"['Salade de pâtes aux tomates confites', 'Omelette', 'Poêlée de légumes et potatoes', 'Délice au chèvre', 'Ananas']",0.0,0.0,0.0,0.0,0.0,0.0,14675,6020,0,0.0,0.0,0.0,0.0,Mardi,9,Fevrier,2014-2015,0.0,458.0,3.206609255758594,0,0,0,0.0,0.0,Salade de pâtes aux tomates confites, Omelette, Poêlée de légumes et potatoes, Délice au chèvre, Ananas,,,,,,,,,
2015-02-26,13994.0,13499.0,18633.0,10.7,1.0,1.0,0.0,"['Concombres', 'Saucisses bio', 'Mogettes', 'Ile flottante']",0.0,0.0,0.0,0.0,0.0,0.0,14675,6020,0,0.0,0.0,0.0,0.0,Jeudi,9,Fevrier,2014-2015,0.0,495.0,3.537230241532085,1,1,0,0.0,0.0,Concombres, Saucisses bio, Mogettes, Ile flottante,,,,,,,,,,
2015-02-27,14727.0,14116.0,18633.0,10.7,1.0,0.0,0.0,"['Betteraves vgte', 'Poisson Frais sauce beurre blanc', 'Pommes rissolées', 'Edam', 'Orange']",0.0,0.0,0.0,0.0,0.0,0.0,14675,6020,0,0.0,0.0,0.0,0.0,Vendredi,9,Fevrier,2014-2015,0.0,611.0,4.148842262511034,0,0,0,0.0,0.0,Betteraves vgte, Poisson Frais sauce beurre blanc, Pommes rissolées, Edam, Orange,,,,,,,,,
2015-04-02,13635.0,13004.0,18633.0,0.0,0.0,0.0,0.0,"['Salade carnaval (Maïs, tomate, concombres)', 'Sauté de veau marengo', 'Pâtes', 'Suisses aro']",0.0,0.0,0.0,0.0,0.0,0.0,3194,6021,839,0.0,0.0,0.0,0.0,Jeudi,14,Avril,2014-2015,0.0,631.0,4.627796112944628,0,1,0,0.0,0.0,Salade carnaval (Maïs, tomate, concombres), Sauté de veau marengo, Pâtes, Suisses aro,,,,,,,,
2015-04-03,14552.0,14021.0,18633.0,0.0,0.0,0.0,0.0,"['Salade verte/demi-oeuf', 'Poisson +sauce armoricaine', 'Pommes de terre smile', 'Gouda', 'Orange']",0.0,0.0,0.0,0.0,0.0,0.0,3194,6021,839,0.0,0.0,1.0,0.0,Vendredi,14,Avril,2014-2015,0.0,531.0,3.648982957669049,0,0,0,0.0,0.0,Salade verte/demi-oeuf, Poisson +sauce armoricaine, Pommes de terre smile, Gouda, Orange,,,,,,,,,
2015-04-07,13736.0,13210.0,18633.0,0.0,0.0,0.0,0.0,"['Betteraves', 'Paëlla au poulet', 'Fromage blanc / miel']",0.0,0.0,1.0,0.0,0.0,0.0,3700,7710,1251,0.0,0.0,1.0,0.0,Mardi,15,Avril,2014-2015,0.0,526.0,3.829353523587653,0,1,0,0.0,0.0,Betteraves, Paëlla au poulet, Fromage blanc / miel,,,,,,,,,,,
2015-04-10,14676.0,14141.0,18633.0,6.3,1.0,0.0,0.0,"['Tarte au fromage', 'Poisson meunière', 'Epinards', 'Banane']",0.0,0.0,0.0,0.0,0.0,1.0,3700,7710,1251,0.0,0.0,1.0,0.0,Vendredi,15,Avril,2014-2015,0.0,535.0,3.645407467974925,0,0,0,0.0,0.0,Tarte au fromage, Poisson meunière, Epinards, Banane,,,,,,,,,,
2015-04-27,13889.0,13150.0,18633.0,0.0,0.0,0.0,0.0,"['Salade de pâtes aux tomates confites', 'Haché de poulet', 'Choux fleurs au gratin', 'Edam', 'Orange']",0.0,0.0,0.0,1.0,0.0,0.0,208,1469,407,0.0,0.0,0.0,0.0,Lundi,18,Avril,2014-2015,0.0,739.0,5.320757433940528,0,1,0,0.0,0.0,Salade de pâtes aux tomates confites, Haché de poulet, Choux fleurs au gratin, Edam, Orange,,,,,,,,,
