date,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,Entrée,Plat,Accompagnement,Fromage,Dessert,Entrée Food Type,Plat Food Type,Accompagnement Food Type,Fromage Food Type,Dessert Food Type,Entrée_Bio,Plat_Bio,Accompagnement_Bio,Fromage_Bio,Dessert_Bio
2016-06-20,13907.0,12447.0,19066.0,0.0,1.0,0.0,0.0,"['Pizza', 'Escalope de dinde cuite', 'Haricots verts/ haricots beurre', 'Fruit de saison']",0.0,0.0,0.0,0.0,0.0,0.0,0,3254,432,0.0,1.0,0.0,0.0,Lundi,25,Juin,2015-2016,0.0,1460.0,10.498310203494643,0,1,0,0.0,0.0,,"['Pizza', 'Escalope de dinde cuite']",['Haricots verts/ haricots beurre'],,['Fruit de saison'],,"['Fromage', 'Volaille']",['légumes autres'],,['fruits autre'],0,0,0,0,0
2016-06-21,13943.0,13223.0,19066.0,0.0,1.0,0.0,0.0,"['Gaspacho', 'Petits pané de poisson', 'Gratin de choux fleurs', 'Camembert', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,0,3254,432,0.0,1.0,0.0,0.0,Mardi,25,Juin,2015-2016,0.0,720.0,5.163881517607401,0,0,0,0.0,0.0,['Gaspacho'],['Petits pané de poisson'],['Gratin de choux fleurs'],['Camembert'],['Banane'],['legumes autres'],['Poissons'],['type chou'],['Fromage'],['Banane'],0,0,0,0,0
2016-06-24,14463.0,13220.0,19066.0,0.0,1.0,0.0,0.0,"['Choux rouges / demi-oeuf', 'Chili de légumes', 'Riz basmati', 'Petits suisses aro']",0.0,0.0,0.0,0.0,0.0,0.0,0,3254,432,0.0,1.0,0.0,0.0,Vendredi,25,Juin,2015-2016,0.0,1243.0,8.594344188619235,0,0,0,0.0,1.0,['Choux rouges / demi-oeuf'],['Chili de légumes'],['Riz basmati'],,['Petits suisses aro'],['type chou'],['legumes autres'],['Riz'],,['Lait'],0,0,0,0,0
2016-06-27,13444.0,11876.0,19066.0,0.0,1.0,0.0,0.0,"['Radis / beurre', 'Filet de poulet au jus', 'Gratinée de légumes', 'Tomme noire', 'Compote stock']",0.0,0.0,0.0,0.0,0.0,0.0,351,3589,1747,0.0,1.0,0.0,0.0,Lundi,26,Juin,2015-2016,0.0,1568.0,11.663195477536448,0,1,0,0.0,1.0,['Radis / beurre'],"['Filet de poulet au jus', 'Gratinée de légumes']",,['Tomme noire'],['Compote stock'],['legumes racines'],"['Volaille', 'legumes autres']",,['Lait'],['fruits autre'],0,0,0,0,0
2016-07-01,13769.0,12108.0,19066.0,0.0,1.0,0.0,0.0,"['Betteraves', 'Poisson  sauce Verdurette', 'Pommes sautées surgelées', 'Fromage blanc / fraises']",0.0,0.0,0.0,0.0,0.0,0.0,351,3589,1747,0.0,1.0,0.0,0.0,Vendredi,26,Juillet,2015-2016,0.0,1661.0,12.06333067034643,0,0,0,0.0,1.0,['Betteraves'],['Poisson  sauce Verdurette'],['Pommes sautées surgelées'],['Fromage blanc / fraises'],,['légumes racines'],['Poissons'],['pomme de terre'],['Lait'],,0,0,0,0,0
2016-07-04,12957.0,9761.0,19066.0,0.0,1.0,0.0,0.0,"['Pastèque', 'Rôti de dinde froid/mayonnaise dosette', 'Chips', 'St Paulin', 'Abricots']",0.0,0.0,0.0,0.0,0.0,0.0,351,3420,1129,0.0,1.0,0.0,0.0,Lundi,27,Juillet,2015-2016,0.0,3196.0,24.666203596511536,0,1,0,0.0,1.0,['Pastèque'],['Rôti de dinde froid/mayonnaise dosette'],['Chips'],['St Paulin'],['Abricots'],['agrumes'],['Volaille'],['Pomme de terre'],['Fromage'],['fruits autre'],0,0,0,0,0
2016-09-01,12741.0,10896.0,19639.0,0.0,0.0,0.0,0.0,"['Melon', 'Hachis Parmentier*', 'Salade verte', ' -', 'Île flottante']",0.0,0.0,0.0,0.0,0.0,0.0,0,1835,0,0.0,0.0,1.0,0.0,Jeudi,35,Septembre,2016-2017,0.0,1845.0,14.480809983517776,0,1,0,1.0,0.0,"['Melon', 'Salade verte']",['Hachis Parmentier*'],,,['Île flottante'],"['fruits autre', 'legumes autres']",['pomme de terre'],,,['Lait'],0,0,0,0,0
2016-09-02,14373.0,13245.0,19639.0,0.0,0.0,0.0,0.0,"['Tarte au fromage ', 'Filet de poisson meunière', 'Courgettes à la tomate', 'Prunes Reine-Claude']",0.0,0.0,0.0,0.0,0.0,0.0,0,1835,0,0.0,0.0,0.0,0.0,Vendredi,35,Septembre,2016-2017,0.0,1128.0,7.848048424128574,0,0,0,1.0,0.0,,"['Tarte au fromage', 'Filet de poisson meunière']",['Courgettes à la tomate'],,['Prunes Reine-Claude'],,"['Fromage', 'Poissons']",['legumes autres'],,['prunes'],0,0,0,0,0
2016-09-05,14083.0,13386.0,19639.0,0.0,0.0,0.0,0.0,"['Pizza au fromage', 'Haché de poulet*', 'Petits pois', 'Camembert', 'Pomme bio°']",0.0,0.0,0.0,0.0,0.0,0.0,59,2509,432,0.0,0.0,0.0,0.0,Lundi,36,Septembre,2016-2017,0.0,697.0,4.949229567563729,0,1,0,1.0,0.0,,"['Pizza au fromage', 'Haché de poulet*']",['Petits pois'],['Camembert'],['Pomme bio°'],,"['Blé Seigle', 'Volaille']",['Legumineuse autre'],['Fromage'],['fruits autre'],0,0,0,0,1
2016-09-06,14653.0,14365.0,19639.0,0.0,0.0,1.0,0.0,"['Concombres', 'Saumon sauce normande', 'Pommes rissolées', 'Yaourt  fermier  bio°']",0.0,0.0,0.0,0.0,0.0,0.0,59,2509,432,0.0,0.0,0.0,0.0,Mardi,36,Septembre,2016-2017,0.0,288.0,1.965467822288951,0,0,0,1.0,0.0,['Concombres'],['Saumon sauce normande'],['Pommes rissolées'],,['Yaourt  fermier  bio°'],['legumes autres'],['Poissons'],['fruits autre'],,['Lait'],0,0,0,0,1
2016-09-08,14280.0,13758.0,19639.0,0.0,0.0,0.0,0.0,"['Pastèque', 'Emincé de boeuf* thaï', 'Riz basmati', 'Liégeois chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,59,2509,432,0.0,0.0,1.0,0.0,Jeudi,36,Septembre,2016-2017,0.0,522.0,3.6554621848739495,0,1,0,0.0,0.0,['Pastèque'],['Emincé de boeuf* thaï'],['Riz basmati'],,['Liégeois chocolat'],['agrumes'],['Boeuf'],['Riz'],,['Lait'],0,0,0,0,0
2016-09-09,14896.0,15544.0,19639.0,0.0,0.0,0.0,0.0,"['Salade de pâtes Napoli', 'Omelette bio', 'Purée de légumes verts', 'Fromage Belle de Nantes°', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,59,2509,432,0.0,0.0,0.0,0.0,Vendredi,36,Septembre,2016-2017,0.0,-648.0,-4.35016111707841,0,0,0,0.0,0.0,['Salade de pâtes Napoli'],['Omelette bio'],['Purée de légumes verts'],['Fromage Belle de Nantes°'],['Poire'],['pâtes'],['Oeuf'],['legumes autres'],['Fromage'],['fruits autre'],0,1,0,0,0
2016-09-12,14216.0,12776.0,19639.0,0.0,0.0,0.0,0.0,"['Melon', 'Boulettes de boeuf* en tajine', 'Semoule bio', 'Crème dessert vanille']",0.0,0.0,0.0,0.0,0.0,0.0,268,2571,0,0.0,0.0,0.0,0.0,Lundi,37,Septembre,2016-2017,0.0,1440.0,10.129431626336522,0,1,0,0.0,0.0,['Melon'],['Boulettes de boeuf* en tajine'],['Semoule bio'],,['Crème dessert vanille'],['fruits autre'],['Boeuf'],['Blé Seigle'],,['Lait'],0,0,1,0,0
2016-09-13,14382.0,13701.0,19639.0,0.0,0.0,0.0,0.0,"['Salade verte aux dés de chèvre ', 'Pilon de poulet confit', 'Lentilles bio', 'Yaourt aromatisé']",0.0,0.0,0.0,0.0,0.0,0.0,268,2571,0,0.0,0.0,0.0,0.0,Mardi,37,Septembre,2016-2017,0.0,681.0,4.73508552357113,0,1,0,0.0,0.0,['Salade verte aux dés de chèvre'],['Pilon de poulet confit'],['Lentilles bio'],['Yaourt aromatisé'],,['Salade'],['Volaille'],['Legumineuse autre'],['Lait'],,0,0,1,0,0
2016-09-16,15065.0,14699.0,19639.0,0.0,0.0,0.0,0.0,"['Radis', 'Poisson pané', 'Gratin de choux fleurs', 'tarte pomme speculoos', 'Lait bio']",0.0,0.0,0.0,0.0,0.0,0.0,268,2571,0,0.0,0.0,0.0,0.0,Vendredi,37,Septembre,2016-2017,0.0,366.0,2.4294722867573846,0,0,0,0.0,0.0,['Radis'],['Poisson pané'],['Gratin de choux fleurs'],['Lait bio'],['tarte pomme speculoos'],['legumes racines'],['Poissons'],['type chou'],['Lait'],['fruits autre'],0,0,0,1,0
2016-09-19,14133.0,13442.0,19639.0,0.0,0.0,0.0,0.0,"['Crêpe au fromage', 'Sauté de veau* à la basquaise', 'Poêlée de légumes (carottes, haricots verts, pdt, brocolis)', 'FROMAGE FONDU', 'Raisin']",0.0,0.0,0.0,0.0,0.0,0.0,0,1292,0,0.0,0.0,0.0,0.0,Lundi,38,Septembre,2016-2017,0.0,691.0,4.88926625627963,0,1,0,0.0,0.0,,"['Crêpe au fromage', 'Sauté de veau* à la basquaise']","['Poêlée de légumes (carottes', 'haricots verts', 'pdt', 'brocolis)']",['FROMAGE FONDU'],['Raisin'],,"['Blé Seigle', 'Veau']","['légumes autres', 'legumes autres', 'pomme de terre', 'légumes autres']",['Fromage'],['Bais et Raisins'],0,0,0,0,0
2016-09-20,14641.0,14446.0,19639.0,0.0,0.0,0.0,0.0,"['Salade carnaval (mais, tomates, concombres) ', 'Filet de poisson meunière', 'Epinards à la crème', 'Fromage Chanteneige', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,0,1292,0,0.0,0.0,0.0,0.0,Mardi,38,Septembre,2016-2017,0.0,195.0,1.3318762379618878,0,0,0,0.0,0.0,"['Salade carnaval (mais', 'tomates']",['Filet de poisson meunière'],"['concombres)', 'Epinards à la crème']",['Fromage Chanteneige'],['Poire'],"['légumes autres', 'Tomates']",['Poissons'],"['legumes autres', 'legumes autres']",['Fromage'],['fruits autre'],0,0,0,0,0
2016-09-22,13026.0,13975.0,19639.0,0.0,0.0,0.0,0.0,"['Carottes râpées bio', 'Saucisses de porc bio', 'Mogettes', 'Biscuit Petit Lu', 'Crème dessert chocolat bio°']",0.0,0.0,0.0,0.0,0.0,0.0,0,1292,0,0.0,0.0,0.0,0.0,Jeudi,38,Septembre,2016-2017,0.0,-949.0,-7.285429141716567,1,1,0,0.0,0.0,['Carottes râpées bio'],['Saucisses de porc bio'],['Mogettes'],,"['Biscuit Petit Lu', 'Crème dessert chocolat bio°']",['legumes racines'],['Porc'],['Legumineuse autre'],,"['Blé Seigle', 'Lait']",1,1,0,0,1
2016-09-23,14938.0,14754.0,19639.0,0.0,0.0,0.0,0.0,"['Salade verte / demi-oeuf bio', 'Galette de soja tomate/basilic et sauce tomate', 'Ratatouille/blé bio', 'Yaourt aux fruits mixés']",0.0,0.0,0.0,0.0,0.0,0.0,0,1292,0,0.0,0.0,0.0,0.0,Vendredi,38,Septembre,2016-2017,0.0,184.0,1.2317579327888606,0,0,0,0.0,0.0,['Salade verte / demi-oeuf bio'],['Galette de soja tomate/basilic et sauce tomate'],['Ratatouille/blé bio'],,['Yaourt aux fruits mixés'],['Salade'],['Soja et composé'],['légumes autres'],,['Lait'],1,0,1,0,0
2016-09-26,14151.0,13446.0,19639.0,0.0,0.0,0.0,0.0,"['Demi-pamplemousse', 'Escalope de dinde', 'jus de veau menu', 'Haricots verts/haricots beurre', 'Fondant au chocolat', 'Lait bio']",0.0,0.0,0.0,0.0,0.0,0.0,0,5096,0,0.0,0.0,0.0,0.0,Lundi,39,Septembre,2016-2017,0.0,705.0,4.981980072079712,0,1,0,0.0,0.0,['Demi-pamplemousse'],"['Escalope de dinde', 'jus de veau menu']",['Haricots verts/haricots beurre'],['Lait bio'],['Fondant au chocolat'],['Agrumes'],"['Volaille', 'Veau']",['légumes autres'],['Lait'],['Chocolat'],0,0,0,1,0
2016-09-27,14381.0,13725.0,19639.0,0.0,0.0,0.0,0.0,"['Gaspacho / croûtons', 'Rôti de boeuf* et moutarde', 'Gratinée de légumes (pdt, carottes, brocolis)', 'Fromage fondu au chèvre', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,0,5096,0,0.0,0.0,0.0,0.0,Mardi,39,Septembre,2016-2017,0.0,656.0,4.561574299422849,0,1,0,0.0,0.0,['Gaspacho / croûtons'],['Gratinée de légumes (pdt'],"['carottes', 'brocolis)']",['Fromage fondu au chèvre'],['Banane'],['légumes autres'],['légumes autres'],"['légumes racines', 'légumes autres']",['Fromage'],['Banane'],0,0,0,0,0
2016-09-29,14661.0,13918.0,19639.0,0.0,0.0,0.0,0.0,"['Salade de tomates au surimi', 'Timbale de pâtes aux lardons ', 'Suisse aromatisé']",0.0,0.0,0.0,0.0,0.0,0.0,0,5096,0,0.0,0.0,0.0,0.0,Jeudi,39,Septembre,2016-2017,0.0,743.0,5.067867130482232,1,1,0,0.0,0.0,['Salade de tomates au surimi'],['Timbale de pâtes aux lardons'],,['Suisse aromatisé'],,['légumes autres'],['pâtes'],,['Fromage'],,0,0,0,0,0
2016-09-30,15267.0,15027.0,19639.0,0.0,0.0,0.0,0.0,"['Betteraves', 'Poisson', 'Pommes de terre sautées', 'Fromage bio', 'Pomme bio°']",0.0,0.0,0.0,0.0,0.0,0.0,0,5096,0,0.0,0.0,0.0,0.0,Vendredi,39,Septembre,2016-2017,0.0,240.0,1.5720180782078994,0,0,0,0.0,0.0,['Betteraves'],['Poisson'],['Pommes de terre sautées'],['Fromage bio'],['Pomme bio°'],['légumes racines'],['Poissons'],['pomme de terre'],['Fromage'],['fruits autre'],0,0,0,1,1
2016-10-03,13950.0,13375.0,19639.0,0.0,0.0,0.0,0.0,"['Concombres sauce crème', 'Lasagnes* napolitaines', 'Salade verte', 'Coulis de fruit ( menus)', 'Fromage blanc ']",0.0,0.0,0.0,0.0,0.0,0.0,0,8344,0,1.0,0.0,0.0,1.0,Lundi,40,Octobre,2016-2017,0.0,575.0,4.121863799283154,0,1,0,0.0,0.0,"['Concombres sauce crème', 'Salade verte']",['Lasagnes* napolitaines'],,['Fromage blanc'],['Coulis de fruit ( menus)'],"['légumes autres', 'legumes autres']",['pâtes'],,['Lait'],['fruits autre'],0,0,0,0,0
2016-10-04,14314.0,13984.0,19639.0,0.0,0.0,0.0,0.0,"['Choux blancs bio° à la mimolette', 'Sauté de canard sauce maraichère', 'Frites', 'Raisin']",0.0,0.0,0.0,0.0,0.0,0.0,0,8344,0,0.0,0.0,0.0,0.0,Mardi,40,Octobre,2016-2017,0.0,330.0,2.305435238228308,0,1,0,0.0,0.0,['Choux blancs bio° à la mimolette'],['Sauté de canard sauce maraichère'],['Frites'],,['Raisin'],['type chou'],['Canard'],['pomme de terre'],,['Bais et Raisins'],1,0,0,0,0
2016-10-06,14246.0,13970.0,19639.0,0.0,0.0,0.0,0.0,"['Radis', 'Rôti de dinde au jus', 'Galettes de légumes', 'Cantal', 'Tarte aux pommes']",0.0,0.0,0.0,0.0,0.0,0.0,0,8344,0,0.0,0.0,0.0,0.0,Jeudi,40,Octobre,2016-2017,0.0,276.0,1.937385932893444,0,1,0,0.0,0.0,['Radis'],"['Rôti de dinde au jus', 'Galettes de légumes']",,['Cantal'],['Tarte aux pommes'],['legumes racines'],"['Volaille', 'légumes autres']",,['Fromage'],['fruits autre'],0,0,0,0,0
2016-10-07,15278.0,14967.0,19639.0,0.0,0.0,0.0,0.0,"['Taboulé', 'Poisson pané', 'Purée de légumes verts', 'Fromage Le Mouillotin', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,0,8344,0,0.0,0.0,0.0,0.0,Vendredi,40,Octobre,2016-2017,0.0,311.0,2.035606754810839,0,0,0,0.0,0.0,['Taboulé'],['Poisson pané'],['Purée de légumes verts'],['Fromage Le Mouillotin'],['Poire'],['legumes autres'],['Poissons'],['legumes autres'],['Fromage'],['fruits autre'],0,0,0,0,0
2016-10-10,14220.0,13415.0,19639.0,0.0,0.0,0.0,0.0,"['Houmous', 'Tortillas nature', 'Filet de poulet aux senteurs boisées', 'Poêlée de légumes', 'Fromage Belle de Nantes°', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,0,13388,1123,0.0,0.0,0.0,0.0,Lundi,41,Octobre,2016-2017,0.0,805.0,5.661040787623066,0,1,0,0.0,0.0,['Houmous'],['Filet de poulet aux senteurs boisées'],"['Tortillas nature', 'Poêlée de légumes']",['Fromage Belle de Nantes°'],['Clémentines'],['Légumineuse autre'],['Volaille'],"['Maïs', 'Légumes autres']",['Fromage'],['agrumes'],0,0,0,0,0
2016-10-11,14603.0,11555.0,19639.0,0.0,0.0,0.0,1.0,"['Demi-pamplemousse', 'Rôti de porc au jus°', 'Lentilles bio', 'Yaourt  fermier  bio°']",0.0,0.0,0.0,0.0,0.0,0.0,0,13388,1123,0.0,0.0,0.0,0.0,Mardi,41,Octobre,2016-2017,0.0,3048.0,20.8724234746285,1,1,0,0.0,0.0,['Demi-pamplemousse'],['Rôti de porc au jus°'],['Lentilles bio'],,['Yaourt  fermier  bio°'],['Agrumes'],['Porc'],['Legumineuse autre'],,['Lait'],0,0,1,0,1
2016-10-13,15073.0,14334.0,19639.0,0.0,0.0,0.0,0.0,"['Salade carnaval au soja', 'Filet de poisson meunière', 'Purée de courge ""maison""', 'Gâteau aux légumineuses', 'Lait bio']",0.0,0.0,0.0,0.0,0.0,0.0,0,13388,1123,0.0,0.0,0.0,0.0,Jeudi,41,Octobre,2016-2017,0.0,739.0,4.902806342466662,0,0,0,0.0,0.0,['Salade carnaval au soja'],['Filet de poisson meunière'],['Purée de courge maison'],['Lait bio'],['Gâteau aux légumineuses'],['Soja et composé'],['Poissons'],['Légumineuse autre'],['Lait'],['Légumineuse autre'],0,0,0,1,0
2016-10-14,15232.0,14747.0,19639.0,0.0,0.0,0.0,0.0,"['Salade verte aux noix et chèvre', 'Sauce au curry menu', ""Carottes à l'indienne"", 'Galette de céréales et légumineuses', 'Pomme bio°']",0.0,0.0,0.0,0.0,0.0,0.0,0,13388,1123,0.0,0.0,0.0,0.0,Vendredi,41,Octobre,2016-2017,0.0,485.0,3.1840861344537816,0,0,0,0.0,0.0,['Salade verte aux noix et chèvre'],['Galette de céréales et légumineuses'],"['Sauce au curry menu', 'Carottes à lindienne']",,['Pomme bio°'],['Salade'],['Céréales'],"['Légumineuse autre', 'légumes racines']",,['fruits autre'],0,0,0,0,1
2016-10-17,14580.0,13649.0,19639.0,0.0,0.0,0.0,0.0,"['Roulé au fromage', 'Jambon fumé ', 'Petits pois', 'Edam', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,0,5342,476,0.0,0.0,0.0,1.0,Lundi,42,Octobre,2016-2017,0.0,931.0,6.385459533607682,1,1,0,0.0,0.0,['Jambon fumé'],['Roulé au fromage'],['Petits pois'],['Edam'],['Poire'],['Porc'],['Fromage'],['Legumineuse autre'],['Fromage'],['fruits autre'],0,0,0,0,0
2016-10-18,14519.0,13970.0,19639.0,0.0,0.0,0.0,0.0,"['Choux rouge bio au thon', 'Tortis à la bolognaise* et gruyère râpé', 'Purée de pommes bio°']",0.0,0.0,0.0,0.0,0.0,1.0,0,5342,476,0.0,0.0,0.0,0.0,Mardi,42,Octobre,2016-2017,0.0,549.0,3.7812521523520894,0,1,0,0.0,0.0,['Choux rouge bio au thon'],,['Purée de pommes bio°'],,,['type chou'],,['fruits autre'],,,1,0,1,0,0
2016-11-03,14473.0,13846.0,19639.0,0.0,0.0,0.0,0.0,"['Salade verte aux dés de chèvre ', 'Raviolis de légumes ', 'Compote pomme  / abricot bio']",0.0,0.0,0.0,0.0,1.0,0.0,313,6193,624,0.0,0.0,0.0,0.0,Jeudi,44,Novembre,2016-2017,0.0,627.0,4.33220479513577,0,0,0,0.0,0.0,['Salade verte aux dés de chèvre'],['Raviolis de légumes'],,,['Compote pomme  / abricot bio'],['Salade'],['légumes autres'],,,['fruits autre'],0,0,0,0,1
2016-11-04,15494.0,14993.0,19639.0,0.0,0.0,0.0,0.0,"['Céleri rémoulade bio', 'Filet de poisson meunière', 'Courgettes à la tomate', 'Gouda', 'tarte pomme speculoos']",0.0,0.0,0.0,0.0,0.0,0.0,313,6193,624,0.0,0.0,0.0,0.0,Vendredi,44,Novembre,2016-2017,0.0,501.0,3.233509745708016,0,0,0,0.0,0.0,['Céleri rémoulade bio'],['Filet de poisson meunière'],['Courgettes à la tomate'],['Gouda'],['tarte pomme speculoos'],['legumes racines'],['Poissons'],['legumes autres'],['Fromage'],['fruits autre'],1,0,0,0,0
2016-11-07,14301.0,13689.0,19639.0,0.0,0.0,0.0,0.0,"['Potage tomate/vermicelle', 'Haché de poulet*', 'sauce au poivre', 'Poêlée de légumes (carottes, haricots verts, pdt, brocolis)', 'Morbier', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,470,7767,241,0.0,0.0,0.0,0.0,Lundi,45,Novembre,2016-2017,0.0,612.0,4.279421019509125,0,1,0,0.0,0.0,['Potage tomate/vermicelle'],['Haché de poulet*'],"['sauce au poivre', 'Poêlée de légumes (carottes', 'haricots verts', 'pdt', 'brocolis)']",['Morbier'],['Banane'],['Tomates'],['Volaille'],"['Huile Colza', 'légumes autres', 'legumes autres', 'pomme de terre', 'légumes autres']",['Fromage'],['Banane'],0,0,0,0,0
2016-11-08,14552.0,14172.0,19639.0,0.0,0.0,0.0,0.0,"['Salade de mâche au thon', 'Boulettes de boeuf sauce tomate', 'Frites', 'Crème dessert végétal au chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,470,7767,241,0.0,0.0,0.0,0.0,Mardi,45,Novembre,2016-2017,0.0,380.0,2.611324903793293,0,1,0,0.0,0.0,['Salade de mâche au thon'],['Boulettes de boeuf sauce tomate'],['Frites'],,['Crème dessert végétal au chocolat'],['agrumes'],['Boeuf'],['pomme de terre'],,['Sucre Cannes'],0,0,0,0,0
2016-11-10,14777.0,14226.0,19639.0,0.0,0.0,1.0,0.0,"['Choux blancs bio° à la mimolette', 'Rôti de boeuf*', 'Purée aux quatres légumes verts', 'Gateau au lait 500 gr', 'Lait bio']",0.0,1.0,0.0,0.0,0.0,0.0,470,7767,241,0.0,0.0,0.0,0.0,Jeudi,45,Novembre,2016-2017,0.0,551.0,3.728767679501929,0,1,0,0.0,0.0,['Choux blancs bio° à la mimolette'],['Rôti de boeuf*'],['Purée aux quatres légumes verts'],['Lait bio'],['Gateau au lait 500 gr'],['type chou'],['Boeuf'],['legumes autres'],['Lait'],['Lait'],1,0,0,1,0
2016-11-14,14692.0,13675.0,19639.0,0.0,0.0,0.0,0.0,"['Demi-pamplemousse', 'Sauté de porc bio aux pruneaux', 'Purée de pommes de terre', 'Yaourt fermier bio°']",0.0,0.0,0.0,0.0,0.0,0.0,71,5475,162,0.0,0.0,0.0,0.0,Lundi,46,Novembre,2016-2017,0.0,1017.0,6.922134494963245,1,1,0,0.0,0.0,['Demi-pamplemousse'],['Sauté de porc bio aux pruneaux'],['Purée de pommes de terre'],['Yaourt fermier bio°'],,['Agrumes'],['Porc'],['pomme de terre'],['Lait'],,0,1,0,1,0
2016-11-15,14582.0,13884.0,19639.0,0.0,0.0,0.0,0.0,"['Betteraves aux dés de gruyère', 'Paëlla au poulet', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,71,5475,162,0.0,0.0,0.0,0.0,Mardi,46,Novembre,2016-2017,0.0,698.0,4.78672335756412,0,1,0,0.0,0.0,['Betteraves aux dés de gruyère'],['Paëlla au poulet'],,,['Clémentines'],['legumes racines'],['Riz'],,,['agrumes'],0,0,0,0,0
2016-11-17,14759.0,13964.0,19639.0,0.0,0.0,0.0,0.0,"['Salade verte aux noix', 'Saute de veau', 'Galettes de légumes', 'Fromage Belle de Nantes°', 'Beignet au chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,71,5475,162,0.0,0.0,0.0,0.0,Jeudi,46,Novembre,2016-2017,0.0,795.0,5.386543803780744,0,1,0,0.0,0.0,['Salade verte aux noix'],"['Saute de veau', 'Galettes de légumes']",,['Fromage Belle de Nantes°'],['Beignet au chocolat'],['Salade'],"['Veau', 'légumes autres']",,['Fromage'],['Sucre Cannes'],0,0,0,0,0
2016-11-18,15679.0,15029.0,19639.0,0.0,0.0,0.0,0.0,"['Salade de pâtes Napoli', 'Filet de lieu au beurre blanc', 'Poêlée de légumes', 'Camembert', 'Pomme bio°']",0.0,0.0,0.0,0.0,0.0,0.0,71,5475,162,0.0,0.0,0.0,0.0,Vendredi,46,Novembre,2016-2017,0.0,650.0,4.145672555647682,0,0,0,0.0,0.0,['Salade de pâtes Napoli'],['Filet de lieu au beurre blanc'],['Poêlée de légumes'],['Camembert'],['Pomme bio°'],['pâtes'],['Poissons'],['Légumes autres'],['Fromage'],['fruits autre'],0,0,0,0,1
2016-11-21,14626.0,13881.0,19639.0,0.0,0.0,0.0,0.0,"['croûtons', 'Potage de légumes', 'Omelette bio', 'Ratatouille', 'Emmental', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,1775,9795,47,0.0,0.0,1.0,0.0,Lundi,47,Novembre,2016-2017,0.0,745.0,5.093668808970327,0,0,0,0.0,0.0,['Potage de légumes'],"['Omelette bio', 'Ratatouille']",['croûtons'],['Emmental'],['Banane'],['legumes autres'],"['Oeuf', 'legumes autres']",['Blé Seigle'],['Fromage'],['Banane'],0,1,0,0,0
2016-11-22,14696.0,13898.0,19639.0,0.0,0.0,0.0,0.0,"['Salade de lentilles bio (lentilles bio, concombres, tomates)', 'Saucisses de porc bio', 'Marmelade de pomme', 'Fromage Chanteneige', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,1775,9795,47,0.0,0.0,0.0,0.0,Mardi,47,Novembre,2016-2017,0.0,798.0,5.430048992923244,1,1,0,0.0,0.0,"['Salade de lentilles bio (lentilles bio', 'concombres', 'tomates)']",['Saucisses de porc bio'],,['Fromage Chanteneige'],"['Marmelade de pomme', 'Poire']","['Légumes', 'légumes autres', 'Tomates']",['Porc'],,['Fromage'],"['fruits autre', 'fruits autre']",1,1,0,0,0
2016-11-24,14664.0,14008.0,19639.0,0.0,0.0,0.0,0.0,"['Choux rouges au surimi', 'Sauté de boeuf* bourguignon', 'Pommes noisettes', 'Crème dessert caramel']",0.0,0.0,0.0,0.0,0.0,0.0,1775,9795,47,0.0,0.0,0.0,0.0,Jeudi,47,Novembre,2016-2017,0.0,656.0,4.4735406437534095,0,1,0,0.0,0.0,['Choux rouges au surimi'],['Sauté de boeuf* bourguignon'],['Pommes noisettes'],,['Crème dessert caramel'],['type chou'],['Boeuf'],['Pomme de terre'],,['Lait'],0,0,0,0,0
2016-11-25,15626.0,14877.0,19639.0,0.0,0.0,0.0,0.0,"['Carottes râpées bio', 'Filet de lieu sauce niçoise', 'Purée de courge ""maison""', 'Yaourt aromatisé', 'Biscuit petit palmier ']",0.0,0.0,0.0,0.0,0.0,0.0,1775,9795,47,0.0,0.0,0.0,0.0,Vendredi,47,Novembre,2016-2017,0.0,749.0,4.7932932292333295,0,0,0,0.0,0.0,['Carottes râpées bio'],['Filet de lieu sauce niçoise'],['Purée de courge maison'],['Yaourt aromatisé'],['Biscuit petit palmier'],['legumes racines'],['Poissons'],['Légumineuse autre'],['Lait'],['Blé Seigle'],1,0,0,0,0
